EGAZ00001257882	ba9758a3-8750-4807-9758-a387500807a6
EGAZ00001257899	10d87e3f-3ceb-4525-987e-3f3cebe52552
EGAZ00001257929	c80af810-873a-49e8-8af8-10873a99e8bd
EGAZ00001257883	f31a3153-3192-454f-9a31-533192654f3f
EGAZ00001257842	09bd1b10-d92a-4e96-bd1b-10d92afe9696
EGAZ00001257942	ca7381f7-002f-4fd7-b381-f7002fffd7cb
EGAZ00001257891	5642eae1-d286-4c64-82ea-e1d286bc64ae
EGAZ00001257983	63c4653b-f881-4148-8465-3bf8811148c8
EGAZ00001257928	01119e63-8f88-4f32-919e-638f88ef3211
EGAZ00001257890	4bbd712f-5e13-45de-bd71-2f5e1315de72
EGAZ00001257841	76163622-56d4-4ef6-9636-2256d4eef60f
EGAZ00001258109	d903649c-5874-47d0-8364-9c587417d083
EGAZ00001258105	5f076d45-daa3-44e6-876d-45daa334e6d5
EGAZ00001257844	9f531f7d-e1e5-4270-931f-7de1e56270ad
EGAZ00001258075	659818c6-5613-461a-9818-c65613161a3f
EGAZ00001257926	dc05bb1c-4d3d-4848-85bb-1c4d3d9848d2
EGAZ00001257898	a2f83798-c3f2-4c2a-b837-98c3f22c2a59
EGAZ00001257931	cca8dbd3-7e87-4905-a8db-d37e8759057d
EGAZ00001257903	d83cbfa1-7ec2-46f3-bcbf-a17ec246f319
EGAZ00001257930	5f70db76-e44c-41c3-b0db-76e44cc1c3de
EGAZ00001257905	27a18c07-ac3b-4187-a18c-07ac3b918724
EGAZ00001257847	58a8da39-60be-4318-a8da-3960bec31826
EGAZ00001257943	d1c7c483-5261-43c7-87c4-83526173c7de
EGAZ00001257845	32acf55e-66c2-42c0-acf5-5e66c2a2c0b5
EGAZ00001257927	a2da4997-1634-4087-9a49-97163420877d
EGAZ00001257982	854f3c1f-8ca3-4aff-8f3c-1f8ca3faff8e
EGAZ00001257904	66a6ae80-ec09-4dfd-a6ae-80ec09bdfd4f
EGAZ00001258074	fc7476f4-9929-4720-b476-f4992987203a
