EGAR00001649910	7ca051a5-dd8a-4fb1-a051-a5dd8a8fb1ef
EGAR00001649969	f11eb5e5-567d-4e09-9eb5-e5567d5e09b9
EGAR00001650057	cb2f78f2-a6e1-4cbe-af78-f2a6e18cbe7d
EGAR00001649975	033398ea-be5b-4b26-b398-eabe5bbb2625
EGAR00001649919	1d646092-075b-423d-a460-92075bd23d34
EGAR00001650054	2be334af-d6ea-4523-a334-afd6ea2523b2
EGAR00001650092	45e8f1a8-a9d4-410a-a8f1-a8a9d4310a4c
EGAR00001650040	546694aa-0e01-4aa4-a694-aa0e01eaa492
EGAR00001650050	f09bbcc5-309a-40e0-9bbc-c5309a00e05d
EGAR00001673472	0f7cd125-5cee-4f68-bcd1-255ceeaf6885
EGAR00001650076	14a70b34-f99c-4f78-a70b-34f99cbf78a7
EGAR00001650039	13fcaeee-2ed6-4f6a-bcae-ee2ed6ff6ab5
EGAR00001673430	8f0625ef-41f7-4175-8625-ef41f74175c4
EGAR00001673414	582ef994-7c2e-4528-aef9-947c2e7528f9
EGAR00001650023	92e80c9f-7328-49da-a80c-9f732819da26
EGAR00001650085	4bad2f36-3600-4643-ad2f-3636006643ac
EGAR00001650098	3e84898f-1d2d-406e-8489-8f1d2de06e51
EGAR00001673447	9777d828-c5ae-41e4-b7d8-28c5ae31e4db
EGAR00001673420	8666c07a-85dd-48e7-a6c0-7a85ddb8e714
EGAR00001650067	1d4e9707-28c2-4edd-8e97-0728c20edd20
EGAR00001650061	a336c195-9e34-4266-b6c1-959e34f266ca
EGAR00001673478	7b7e0ff5-bcc4-47ed-be0f-f5bcc467edf6
EGAR00001673435	ecb14993-9dd1-46c9-b149-939dd156c9ec
EGAR00001650064	06a5f72e-f48b-4f03-a5f7-2ef48b1f03db
EGAR00001649971	a96b83fa-6244-436b-ab83-fa6244236bf3
EGAR00001650045	8c7e437f-ad07-48ec-be43-7fad0798ec72
EGAR00001673424	1877cfa3-e680-4dfc-b7cf-a3e6808dfc51
EGAR00001650036	58e8b37c-3a7a-481c-a8b3-7c3a7a381cf4
EGAR00001649967	23c751bd-734e-46e8-8751-bd734e06e894
EGAR00001650083	71368dc3-9751-4007-b68d-c397514007d0
EGAR00001649922	6560810d-9dcc-422a-a081-0d9dcc722a9a
EGAR00001650095	926f54d4-1a6a-4cae-af54-d41a6a5caecc
EGAR00001649996	8bb0c6b9-c656-4495-b0c6-b9c656b4959d
EGAR00001650043	865bca93-afb7-40bc-9bca-93afb750bc35
EGAR00001649904	8dcc9c35-b993-48c4-8c9c-35b99398c49f
EGAR00001650030	bc194134-fa6e-403d-9941-34fa6e403d2c
EGAR00001649933	73ffd314-2bcd-45f8-bfd3-142bcdf5f812
EGAR00001650010	11146538-0dee-47b9-9465-380deea7b998
